"Story","Title","Result","Date","Stability","Duration (s)"
"Search autosuggestion","Test case -Search Autosuggestion","SUCCESS","2018-01-24T16:54:32.047+05:30","0.0","107.11"
"Search autosuggestion","Test case -Search Autosuggestion","SUCCESS","2018-01-24T17:11:12.047+05:30","0.0","74.78"
"Search autosuggestion","Test case -Search Autosuggestion","SUCCESS","2018-01-24T17:19:26.944+05:30","0.0","89.91"
