"Story","Title","Result","Date","Stability","Duration (s)"
"Country list","Show regions and its countries","SUCCESS","2018-01-24T17:16:02.139+05:30","0.0","30.87"
"Accelerator","Test case -Accelerator","SUCCESS","2018-01-24T17:15:29.706+05:30","0.0","31.86"
"Menu","Test case -Menu","SUCCESS","2018-01-24T17:16:33.432+05:30","0.0","23.11"
"Not signed in","Test case -Not Signed-In","SUCCESS","2018-01-24T17:16:57.264+05:30","0.0","148.98"
"Search autosuggestion","Test case -Search Autosuggestion","SUCCESS","2018-01-24T17:19:26.944+05:30","0.0","89.91"
"Search box","Test case -Search Box","SUCCESS","2018-01-24T17:20:57.349+05:30","0.0","35.57"
"Signed in","Test case -Signed-In","FAILURE","2018-01-24T17:21:33.348+05:30","0.0","124.15"
